Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
la-netscouade,La Netscouade,"La Netscouade est une agence digitale pionnière du web social, leader en innovation, communication d'influence, rich media et production web et mobile.",,,,2.38001,48.84967,8 passage Brûlon,75012,Paris,2007,http://www.lanetscouade.com,,lanetscouade,https://www.facebook.com/lanetscouade,,http://www.linkedin.com/company/260333,,Prestataire
la-paillasse,La Paillasse,"La Paillasse est un biohackerspace, un laboratoire communautaire pour les biotechnologies citoyennes, qui est juxtaposé au hackerspace /tmp/lab",,,,2.4093,48.775082,6 rue Léon Geffroy,94400,Vitry sur Seine,,http://www.lapaillasse.org,,lapaillasse,,,,,Tiers-lieu
la-poussinade,La Poussinade,La Poussinade est un espace de coworking qui héberge des startups et leur fournit un environnement de travail haut de gamme.,,,,2.33944,48.872879,10 rue Chauchat,75009,Paris,2012,http://www.la-poussinade.fr,,LaPoussinade,https://www.facebook.com/La.Poussinade,,,,Tiers-lieu
la-ruche,La Ruche,La Ruche est un espace collectif de travail et de création pour entreprendre autrement : il est ouvert à toute personne proposant une réponse innovante à un défi social ou écologique.,,,,2.36488,48.872391,84 quai de Jemappes,75010,Paris,2008,http://www.la-ruche.net,,HappyRuche,https://www.facebook.com/pages/La-Ruche-Paris/156399354385775,,,,Tiers-lieu
labo-de-l-edition,Labo de l'Edition,Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes du programme d'incubation lié aux mutations du secteur de l'édition.,,,,2.35122,48.843559,2 rue Saint Médard,75005,Paris,,http://www.parisincubateurs.com/sites_incubateur/get_site/29,,,,,,,Incubateur
labo-de-l-édition,Labo de l'édition,"Le Labo de l'Edition est un lieu consacré à la transition numérique et aux innovations dans toute le secteur de l'édition, tout à la fois incubateur, plateforme d'animation/rencontres et espace de coworking.",,,,2.35122,48.843559,2 rue Saint-Médard,75003,Paris,2011,http://www.labodeledition.com,,labodeledition,https://www.facebook.com/LabodelEdition,,,,Tiers-lieu
lacompany,Lacompany,"Conception, design et développement d'applications mobiles et web depuis 2008.",,,,2.3155200040004047,48.81429000500049,41 rue Perier,92120,Montrouge,2008,http://www.lacompany.fr,louis@lacompany.fr,lacompany,,,,,Prestataire
laptop,Laptop,"Laptop est un espace de coworking ouvert à tous concepteurs d'images, de textes, de sons, d'objets interactifs qui ont besoin de travailler de manière ponctuelle ou permanente dans un cadre calme, atypique et stimulant.",,,,2.39068,48.87735,6 rue Arthur Rozier,75019,Paris,2012,http://www.lelaptop.com,,Le_Laptop,https://www.facebook.com/LeLaptop,,,,Tiers-lieu
lawomatic,Lawomatic,Lawomatic propose un ensemble d’ateliers/bureaux à disposition des professions indépendantes créatives et innovantes.,,,,2.37153,48.87413,20 rue Jean Moinon,75010,Paris,2009,http://www.lawomatic.fr,,lawomatic,https://www.facebook.com/atelierlawomatic,,,,Tiers-lieu
lbmg-worklabs,LBMG Worklabs,"LBMG Worklabs, spécialiste du télétravail et du coworking, édite Néonomade un outil de recherche et de réservation d’espaces de travail pour les travailleurs nomades.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2010,http://www.neo-nomade.com,,neonomade_com,https://www.facebook.com/neonomadecom,https://plus.google.com/102549198905849304896,http://www.linkedin.com/company/923439,,Entreprise
le-camping,Le Camping,"Créé et animé par Silicon Sentier, Le Camping héberge des startups web et leur permet de prototyper leur projet, de se faire coacher par des mentors, et de fédérer des communautés d’utilisateurs pour valider leur produit.",,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,,http://www.lecamping.org,,lecamping,https://www.facebook.com/pages/Le-Camping-Silicon-Sentier/128085203897792,https://plus.google.com/104324660391337746040/,,,Incubateur
le-grand-studio,Le Grand Studio,Le Grand Studio est une agence spécialisée dans les médias sociaux.,,,,2.24049,48.828751,1 place Paul Verlaine,92100,Boulogne Billancourt,2009,http://www.legrandstudio.com,,legrandstudio,https://www.facebook.com/legrandstudio,,,,Prestataire
le-hub-agence,Le Hub Agence,Le Hub est une agence digitale spécialisée dans la création et le mangement de systèmes d'information innovants et d'applications interactives.,,,,2.3821,48.865459,14 rue Crespin du Gast,75011,Paris,2007,http://www.lehub-agence.com,,lehub_agence,https://www.facebook.com/pages/Le-Hub-Agence/149700071759609,,,,Entreprise
le-loop,Le Loop,"Le Loop, Laboratoire Ouvert Ou Pas, est un hackerspace sans lieu fixe qui accueille barbus, curieux et projets créatifs.",,,,2.332472,48.817696,Avenue Lucien Descaves,75014,Paris,,http://www.leloop.org,,Le_Loop,,,,,Tiers-lieu
le-petit-fablab-de-paris,Le Petit FabLab de Paris,"Le Petit FabLab de Paris est un atelier de fabrication numérique dédié aux projets collaboratifs de bien commun. Des horaires dédiés permettent, sur plusieurs mois, de pousser les projets le plus loin possible dans leur réalisation.",,,,2.382179997000435,48.86681999600046,156 rue oberkampf,75011,Paris,2013,http://www.lepetitfablabdeparis.fr,bonjour@lepetitfablabdeparis.fr,lpfablabparis,https://www.facebook.com/LePetitFablabDeParis,,,,Tiers-lieu
le-tank,Le Tank,"Le Tank est un espace de coworking dédié aux indépendants, freelances et créateurs d'entreprise de l'univers numérique et de la communication.",,,,2.38901,48.850472,50 rue de Montreuil,75011,Paris,2012,http://letank.spintank.fr,,spintank,,,,,Tiers-lieu
leeaarn,Leeaarn,Leeaarn est une université collaborative pour entrepreneurs et professionnels du numerique qui permet de connecter ceux qui savent et ceux qui veulent apprendre.,,,,2.34367,48.86414,62 rue Jean-Jacques Rousseau,75001,Paris,2012,http://www.leeaarn.com,,leeaarn,https://www.facebook.com/leeaarn,,http://www.linkedin.com/company/2831626,,Entreprise
leetchi,Leetchi,Leetchi est un service web gratuit et sécurisé qui permet de récolter de l'argent à plusieurs.,,,,2.34965,48.874981,1 cité Paradis,75010,Paris,2009,http://www.leetchi.com,,leetchiweb,https://www.facebook.com/leetchi,,http://www.linkedin.com/company/2655102,,Entreprise
les-argonautes,Les Argonautes,"Les Argonautes est une agence de communication à l'ère du digital, une agence hybride et responsive.",,,,2.38784,48.849602,224 rue du Faubourg Saint-Antoine,75012,Paris,1994,http://www.les-argonautes.fr,,lesargonautes,https://www.facebook.com/lesargonautes.fr,,http://www.linkedin.com/company/les-argonautes,,Prestataire
les-bons-profs,Les Bons Profs,Les Bons Profs proposent des ressources pédagogiques de qualité pour les élèves du secondaire.,,,,2.3771,48.85107,123 rue du Faubourg Saint Antoine,75011,Paris,2011,http://www.lesbonsprofs.com,,LesBonsProfs,https://www.facebook.com/pages/Les-Bons-Profs/181074061992673,,,,Entreprise
les-chinois,Les Chinois,Les Chinois est une agence de communication interactive.,,,,2.36317,48.855629,4 rue de Jarente,75004,Paris,2002,http://www.leschinois.com,,leschinoistweet,https://www.facebook.com/AgenceLesChinois,,http://www.linkedin.com/company/69106,,Prestataire
lesdedicaces.com,Lesdedicaces.com,Lesdedicaces.com est le 1er moteur de recherche de séances de dédicaces. Il offre de nombreux services et permet à chacun-e de rencontrer l’auteur-e de son choix. La start-up est actuellement hébergée au Labo de l'édition.,,,,2.3512229850004474,48.84358730500048,2 rue Saint-Médard,75005,Paris,2013,http://www.lesdedicaces.com,contact@lesdedicaces.com,lesdedicaces,https://www.facebook.com/lesdedicacescom,https://plus.google.com/114310934458033334101/,,,Entreprise
lesmobilizers,Lesmobilizers,Lesmobilizers est une agence spécialisée dans la conception et le développement d'applications mobiles innovantes.,,,,2.350711,48.868865,127 rue d'Aboukir,75002,Paris,2009,http://www.lesmobilizers.com,,lesmobilizers,https://www.facebook.com/pages/Lesmobilizers/151035719380,,http://www.linkedin.com/company/565593,,Prestataire
leuville-objects,Leuville Objects,"Leuville Objects est une société de conseil, d'ingénierie et de service en informatique spécialisée en architectures Objet et en technologies Java, SOA et UML, du serveur au mobile.",,,,2.13859,48.795261,3 rue de la Porte de Buc,78000,Versailles,1996,http://www.leuville.com,,,,,,,Entreprise
lexis-numérique,Lexis Numérique,Lexis Numérique est un studio de création transmédia qui développe des jeux vidéo et des applications mobiles.,,,,2.586675,48.83649,7  rue Albert Einstein,77420,Champs-sur-Marne,1990,http://www.lexis-numerique.fr,,LexisNumerique,,,http://www.linkedin.com/company/92928,,Entreprise
lillo,Lillo,Lillo propose une plateforme de mini-jeux en ligne qui permettent de gagner des chèques cadeaux.,,,,2.32445,48.833809,149  avenue du Maine,75014,Paris,2011,http://www.lillo.fr,,Lillo_Jeux,http://www.facebook.com/pages/Lillo-communaut%C3%A9/131353206881276,,,,Entreprise
limonetik,Limonetik,Limonetik est une plateforme monétique SaaS qui simplifie et accélère la connexion entre les moyens de paiements et les sites marchands.,,,,2.34782,48.883362,13 boulevard de Rochechouart,75009,Paris,2008,http://www.limonetik.com,,limonetik,,,http://www.linkedin.com/company/1576021,,Entreprise
linagora,Linagora,"Linagora est un éditeur de logiciels de communication et de collaboration opensource qui propose également une gamme de services professionnels, de formations et de conseil.",,,,2.2447,48.88517,80 rue Roque de Fillol,92800,Puteaux,2000,http://www.linagora.com,,linagora,https://www.facebook.com/Linagora,https://plus.google.com/110831155962387402340,http://www.linkedin.com/company/21242,,Prestataire
lingueo,Lingueo,Lingueo propose aux entreprises et aux particuliers des cours de langues en visioconférence avec des professeurs particuliers natifs dans le monde entier.,,,,2.36391,48.878719,17 rue Eugène Varlin,75010,Paris,2007,http://www.lingueo.fr,,Lingueo,https://www.facebook.com/Lingueo,https://plus.google.com/117533426054492768333,http://www.linkedin.com/company/lingueo,,Entreprise
linkedin,LinkedIn,Linkedin est un réseau social professionnel dont la mission est de connecter les professionnels du monde entre eux pour améliorer leur productivité.,,,,2.31307,48.872059,91 rue du Faubourg Saint-Honoré,75008,Paris,2003,http://www.linkedin.com,,LinkedIn,https://www.facebook.com/LinkedIn,https://plus.google.com/+LinkedIn,http://www.linkedin.com/company/1337,,Entreprise
linkfluence,Linkfluence,Linkfluence est spécialisée dans le Social Media Intelligence et fournit des outils permettant d’écouter puis d’analyser la masse croissante des conversations du web social pour les transformer en recommandations et actions.,,,,2.344561,48.920736,153  boulevard Anatole France,93200,Saint Denis,2006,http://www.linkfluence.net,,linkfluence,https://www.facebook.com/linkfluence,,http://www.linkedin.com/company/985687,,Entreprise
livingsocial,LivingSocial,"LivingSocial est une plateforme de ""deal-of-the-day"" qui propose des bons-cadeaux ou remises utilisables à destination des entreprises locales ou nationales.",,,,2.29084,48.876888,3 rue du Colonel Moll,75017,Paris,2007,http://www.livingsocial.com,,LivingSocial,https://www.facebook.com/LivingSocial,,http://www.linkedin.com/company/481652,,Entreprise
localeo,Localeo,"Localeo est un fournisseur d’applications hébergées au service des collectivités territoriales, des associations ou organisations professionnelles qui servent à optimiser ou simplifier la Gestion Relation Citoyen.",,,,2.32424,48.848862,15 rue de l'Abbé Grégoire,75006,Paris,2002,http://www.localeo.com,,localeo,https://www.facebook.com/Localeo,,http://www.linkedin.com/company/1111360,,Prestataire
localers,Localers,"Localers est une plateforme de vente d'excursions en ligne, originales et hors des sentiers battus pour les voyageurs étrangers en France.",,,,2.341352,48.870351,10 rue Saint-Marc,75002,Paris,2012,http://www.localers.com,,Localers,https://www.facebook.com/Localers,,,,Entreprise
lucky-cart,Lucky Cart,Lucky Cart développe pour les sites marchands et les marques des solutions ludiques qui exploitent le jeu et la chance comme leviers promotionnels e-commerce.,,,,2.349,48.869469,5 rue Thorel,75002,Paris,2010,http://www.luckycart.com,,luckycart,https://www.facebook.com/luckycart,,http://www.linkedin.com/company/1224802,,Entreprise
lydia,Lydia,Lydia est une solution de portefeuille mobile pour le paiement et l'encaissement.,,,,2.34782,48.883362,13 boulevard de Rochechouart,75009,Paris,2011,http://www.lydia-app.com,,applydia,https://www.facebook.com/lydiaapp,,http://www.linkedin.com/company/2958157,,Entreprise
lynkware,Lynkware,Lynkware est spécialisée dans les technologies et solutions de marketing mobile.,,,,2.586675,48.83649,1 rue Albert Einstein,77420,Champs sur Marne,2008,http://www.lynkware.com,,,,,,,Entreprise
madmagz,Madmagz,Madmagz est une application en ligne qui permet de créer et de publier un magazine numérique ou papier.,,,,2.36337,48.866661,24 rue Béranger,75003,Paris,2010,http://www.madmagz.com,,madmagz,https://www.facebook.com/MadmagzFR,,http://www.linkedin.com/company/949712,,Entreprise
mailforgood,Mailforgood,Mailforgood propose aux internautes de nouvelles façons d'aider des associations.,,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.mailforgood.com,,Mailforgood,https://www.facebook.com/Mailforgood,https://plus.google.com/112998849938459243645,http://www.linkedin.com/company/1472566,,Entreprise
mailjet,Mailjet,Mailjet propose une solution de cloud emailing qui permet de délivrer des emails en temps réel.,,,,2.35269,48.868881,30 rue Blondel,75002,Paris,2011,http://fr.mailjet.com,,mailjet_fr,https://www.facebook.com/MailjetFrance,,http://www.linkedin.com/company/1459557,,Entreprise
many-players,Many Players,Many Players propose des jeux sportifs en ligne et organise des compétitions sportives sur internet pour tous.,,,,2.247917,48.827973,9 rue Neuve Saint-Germain,92100,Boulogne Billancourt,,http://www.manyplayers.com,,,,,,,Entreprise
markelys-interactive,Markelys Interactive,Markelys Interactive est spécialisée dans les opérations marketing pour les jeux vidéos et propose Jokerly une solution de video publicitaire en ligne.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2011,http://www.jokerly.com,,jokerly,,,http://www.linkedin.com/company/2857061,,Entreprise
